I0906 15:24:08.958500       1 statement.go:224] After unpipelined Task <volcano-tests/large-worker-1> to Node <volcano-lab-worker2>: idle <cpu 11890.00, memory 29066915840.00, ephemeral-storage 1005867986944000.00, hugepages-1Gi 0.00, hugepages-2Mi 0.00, pods 101.00, volcano.sh/vgpu-cores 200000.00, volcano.sh/vgpu-memory 818000.00, volcano.sh/vgpu-number 20000.00>, used <cpu 110.00, memory 85983232.00, pods 9.00>, releasing <cpu 0.00, memory 0.00>
W0906 15:24:08.958513       1 predicates.go:294] Devices hamivgpu assertion conversion failed, skip
I0906 15:24:08.958521       1 statement.go:224] After unpipelined Task <volcano-tests/large-worker-0> to Node <volcano-lab-worker>: idle <cpu 11390.00, memory 27993174016.00, ephemeral-storage 1005867986944000.00, hugepages-1Gi 0.00, hugepages-2Mi 0.00, pods 105.00, volcano.sh/vgpu-cores 200000.00, volcano.sh/vgpu-memory 818000.00, volcano.sh/vgpu-number 20000.00>, used <cpu 610.00, memory 1159725056.00, pods 5.00>, releasing <cpu 0.00, memory 0.00>
W0906 15:24:08.958567       1 deviceshare.go:256] Devices hamivgpu assertion conversion failed, skip
I0906 15:24:08.958644       1 preempt.go:350] Considering Task <volcano-tests/large-worker-0> on Node <volcano-lab-worker>.
I0906 15:24:08.958652       1 preempt.go:406] Preempted <cpu 0.00, memory 0.00> for Task <volcano-tests/large-worker-0> requested <cpu 10000.00, memory 33554432.00, pods 1.00>.
I0906 15:24:08.958669       1 statement.go:171] After pipelined Task <volcano-tests/large-worker-0> to Node <volcano-lab-worker>: idle <cpu 11390.00, memory 27993174016.00, ephemeral-storage 1005867986944000.00, hugepages-1Gi 0.00, hugepages-2Mi 0.00, pods 105.00, volcano.sh/vgpu-cores 200000.00, volcano.sh/vgpu-memory 818000.00, volcano.sh/vgpu-number 20000.00>, used <cpu 610.00, memory 1159725056.00, pods 5.00>, releasing <cpu 0.00, memory 0.00>
I0906 15:24:08.958692       1 statement.go:393] Committing operations ...
W0906 15:24:08.958718       1 deviceshare.go:256] Devices hamivgpu assertion conversion failed, skip
I0906 15:24:08.958773       1 preempt.go:350] Considering Task <volcano-tests/large-worker-1> on Node <volcano-lab-worker>.
I0906 15:24:08.958785       1 preempt.go:365] No validated victims on Node <volcano-lab-worker>: not enough resources: requested <cpu 10000.00, memory 33554432.00, pods 1.00>, but future idle <cpu 1390.00, memory 27959619584.00, ephemeral-storage 1005867986944000.00, hugepages-1Gi 0.00, hugepages-2Mi 0.00, pods 104.00, volcano.sh/vgpu-cores 200000.00, volcano.sh/vgpu-memory 818000.00, volcano.sh/vgpu-number 20000.00>
I0906 15:24:08.958788       1 preempt.go:350] Considering Task <volcano-tests/large-worker-1> on Node <volcano-lab-worker2>.
I0906 15:24:08.958794       1 preempt.go:406] Preempted <cpu 0.00, memory 0.00> for Task <volcano-tests/large-worker-1> requested <cpu 10000.00, memory 33554432.00, pods 1.00>.
I0906 15:24:08.958803       1 statement.go:171] After pipelined Task <volcano-tests/large-worker-1> to Node <volcano-lab-worker2>: idle <cpu 11890.00, memory 29066915840.00, ephemeral-storage 1005867986944000.00, hugepages-1Gi 0.00, hugepages-2Mi 0.00, pods 101.00, volcano.sh/vgpu-cores 200000.00, volcano.sh/vgpu-memory 818000.00, volcano.sh/vgpu-number 20000.00>, used <cpu 110.00, memory 85983232.00, pods 9.00>, releasing <cpu 0.00, memory 0.00>
W0906 15:24:08.958815       1 predicates.go:249] Devices hamivgpu assertion conversion failed, skip
I0906 15:24:08.958824       1 statement.go:393] Committing operations ...
W0906 15:24:08.958846       1 deviceshare.go:256] Devices hamivgpu assertion conversion failed, skip
I0906 15:24:08.958910       1 preempt.go:350] Considering Task <volcano-tests/large-worker-2> on Node <volcano-lab-worker>.
I0906 15:24:08.958924       1 preempt.go:365] No validated victims on Node <volcano-lab-worker>: not enough resources: requested <cpu 10000.00, memory 33554432.00, pods 1.00>, but future idle <cpu 1390.00, memory 27959619584.00, ephemeral-storage 1005867986944000.00, hugepages-1Gi 0.00, hugepages-2Mi 0.00, pods 104.00, volcano.sh/vgpu-cores 200000.00, volcano.sh/vgpu-memory 818000.00, volcano.sh/vgpu-number 20000.00>
I0906 15:24:08.958928       1 preempt.go:350] Considering Task <volcano-tests/large-worker-2> on Node <volcano-lab-worker2>.
I0906 15:24:08.958936       1 preempt.go:365] No validated victims on Node <volcano-lab-worker2>: not enough resources: requested <cpu 10000.00, memory 33554432.00, pods 1.00>, but future idle <cpu 1890.00, memory 29033361408.00, ephemeral-storage 1005867986944000.00, hugepages-1Gi 0.00, hugepages-2Mi 0.00, pods 100.00, volcano.sh/vgpu-cores 200000.00, volcano.sh/vgpu-memory 818000.00, volcano.sh/vgpu-number 20000.00>
I0906 15:24:08.958948       1 statement.go:366] Discarding operations ...
I0906 15:24:08.971233       1 session.go:577] Close Session a1b6a4bb-81d8-4455-9886-d5f121c76c7c
I0906 15:24:09.000478       1 cache.go:1171] Retry to delete Job <volcano-tests/small-4e3be14b-44c1-4093-a978-6119e435c56e:volcano-tests/small-4e3be14b-44c1-4093-a978-6119e435c56e>
I0906 15:24:09.321173       1 cache.go:1171] Retry to delete Job <volcano-tests/small-4e3be14b-44c1-4093-a978-6119e435c56e:volcano-tests/small-4e3be14b-44c1-4093-a978-6119e435c56e>
